time_index,loudness_zwtv_target,loudness_zwtv_pred,sharpness_din_tv_target,sharpness_din_tv_pred,roughness_dw_target,roughness_dw_pred,tnr_ecma_perseg_target,tnr_ecma_perseg_pred,sii_ansi_target,sii_ansi_pred
0,0.0033890775,10.050884,,0.65684956,0.012618146,0.041605763,0.0,0.114756584,0.0,-0.0008806735
1,1.4280682,10.680904,,2.5219495,0.01787645,-0.0069941804,0.0,-0.042688847,,
2,4.572103,11.947082,,2.3039563,0.040521234,0.054558575,,,,
3,7.914953,13.104467,,1.9218354,0.10448214,0.08897254,,,,
4,10.645561,14.012783,,1.725431,0.069352694,0.08778058,,,,
5,12.330976,14.669241,4.5039864,3.5766168,0.09611591,0.118678264,,,,
6,13.541121,15.252523,4.557047,3.28693,0.10171082,0.10202171,,,,
7,15.123404,15.751204,4.213525,3.0993237,0.08051557,0.081526406,,,,
8,16.124947,16.164518,3.7043617,2.971237,0.020820536,0.012469918,,,,
9,16.573915,16.586794,3.6736543,2.8780112,,,,,,
10,17.201982,16.97823,3.539948,2.8028793,,,,,,
11,17.92492,17.292297,3.5668542,2.7425401,,,,,,
12,18.1778,17.525318,3.227779,2.689437,,,,,,
13,18.378428,17.85086,3.2392707,2.6495473,,,,,,
14,18.78141,18.29353,3.3095005,2.6144395,,,,,,
15,19.47291,18.625536,3.1890142,2.5764537,,,,,,
16,19.841003,18.940063,2.997978,2.5460494,,,,,,
17,19.833628,19.325352,3.0460348,2.5206492,,,,,,
18,20.017004,19.715603,3.0579288,2.4956486,,,,,,
19,19.932905,20.078987,2.7280369,2.471584,,,,,,
20,20.098103,20.372639,2.971279,2.4533541,,,,,,
21,20.795517,20.658955,2.848842,2.4390836,,,,,,
22,20.89521,20.849579,2.6557803,2.419776,,,,,,
23,21.175108,21.024017,2.7592506,2.398644,,,,,,
24,21.637018,21.177633,2.8424118,2.383063,,,,,,
25,22.116772,21.370354,2.7657318,2.3681462,,,,,,
26,22.498014,21.585695,2.7229128,2.3538709,,,,,,
27,22.71053,21.807426,2.704388,2.3430443,,,,,,
28,23.087088,21.990292,2.5758302,2.3309503,,,,,,
29,23.115623,22.244099,2.4615343,2.3219795,,,,,,
30,23.419027,22.631815,2.670495,2.3163075,,,,,,
31,24.384018,22.907417,2.8608346,2.3048759,,,,,,
32,24.965387,23.072966,2.6464102,2.2948155,,,,,,
33,24.985456,23.300457,2.4693666,2.288933,,,,,,
34,24.621202,23.481468,2.3061204,2.280066,,,,,,
35,24.158844,23.711147,2.2572176,2.2767293,,,,,,
36,24.170675,23.888302,2.368868,2.2671657,,,,,,
37,24.603996,23.978437,2.3869207,2.2537718,,,,,,
38,25.007166,24.053112,2.5394084,2.2439475,,,,,,
39,25.386354,24.22859,2.436488,2.2373934,,,,,,
40,25.42567,24.445011,2.3126504,2.2331266,,,,,,
41,25.61956,24.608288,2.2751555,2.223479,,,,,,
42,25.748917,24.81768,2.2998447,2.2201684,,,,,,
43,25.96378,25.056406,2.29286,2.216593,,,,,,
44,25.765812,25.317095,2.197339,2.212898,,,,,,
45,25.244732,25.477036,2.1907983,2.2122986,,,,,,
46,25.246483,25.555182,2.3705826,2.207953,,,,,,
47,25.580717,25.672935,2.3521867,2.2014766,,,,,,
48,25.749186,25.783518,2.2467072,2.196508,,,,,,
49,26.057829,25.883108,2.3154504,2.193121,,,,,,
50,26.51019,25.960102,2.2961755,2.1916022,,,,,,
51,26.642097,26.054943,2.2427247,2.1909168,,,,,,
52,26.914877,26.174173,2.2363176,2.1861835,,,,,,
53,27.021852,26.426016,2.116295,2.1864536,,,,,,
54,27.08898,26.650434,2.119246,2.186213,,,,,,
55,27.497475,26.798697,2.2242727,2.1826348,,,,,,
56,27.91822,26.902775,2.0593235,2.1818223,,,,,,
57,28.07876,26.99981,2.194075,2.179687,,,,,,
58,28.294674,27.094265,2.118761,2.170471,,,,,,
59,28.25771,27.184185,2.0134423,2.1669402,,,,,,
60,27.909334,27.238358,1.9768984,2.1613133,,,,,,
61,27.737488,27.273998,2.0877147,2.1553113,,,,,,
62,27.967787,27.32684,2.2040908,2.1523762,,,,,,
63,28.584972,27.405558,2.1953015,2.1484637,,,,,,
